brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
Lincoln,Nautilus Reserve,2021,"19,700 mi.",Gasoline,335.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,48000
Land,Rover Defender V8,2022,"3,000 mi.",Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,96500
Porsche,Cayman S,2014,"33,088 mi.",Gasoline,325.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,49750
Jeep,Grand Cherokee Laredo,2013,"106,700 mi.",E85 Flex Fuel,290.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Black,None reported,Yes,13500
Acura,MDX Sport,2007,"183,455 mi.",Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,7700
Nissan,300ZX Base,1993,"168,000 mi.",–,–,5-Speed M/T,White,Black,None reported,Yes,7000
Hummer,H3 Base,2007,"153,692 mi.",Gasoline,242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,4-Speed A/T,Beige,Black,None reported,Yes,9995
Mercedes-Benz,GLS 450 Base 4MATIC,2017,"46,100 mi.",Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,33000
Nissan,Rogue Sport S,2021,"24,000 mi.",Gasoline,141.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,25500
Acura,Integra w/A-Spec Tech Package,2023,"3,574 mi.",Gasoline,1.5 Liter Turbo,Variable,Apex Blue,Orchid,None reported,,34998
Audi,A3 2.0T Tech Premium,2018,"39,600 mi.",Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,26999
Mercedes-Benz,AMG E 53 Base 4MATIC,2022,"13,000 mi.",Hybrid,429.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,Silver,Black,None reported,Yes,81500
Toyota,Tundra SR5,2021,"33,455 mi.",Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Green,Black,None reported,Yes,44750
Ford,Transit-350 XLT,2021,"48,000 mi.",E85 Flex Fuel,275.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,None reported,Yes,57000
Audi,allroad 2.7T,2005,"153,000 mi.",Gasoline,250.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,M/T,Blue,Blue,At least 1 accident or damage reported,Yes,6500
BMW,X2 xDrive28i,2018,"66,690 mi.",Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,24900
Ford,Explorer XLT,2013,"149,000 mi.",Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Brown,Beige,At least 1 accident or damage reported,Yes,7850
Mercedes-Benz,GLC 300 GLC 300,2021,"12,771 mi.",Gasoline,2.0 Liter Turbo,Automatic,Black,–,None reported,,42598
FIAT,500 Lounge,2013,"85,458 mi.",Gasoline,101.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,9000
Mercedes-Benz,SL-Class SL 63 AMG,2011,"47,400 mi.",Gasoline,518.0HP 6.3L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,41000
Kia,Optima LX,2011,"100,331 mi.",Gasoline,200.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Red,–,At least 1 accident or damage reported,Yes,6900
BMW,X3 xDrive30i,2020,"23,647 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black Sapphire Metallic,Canberra Beige,None reported,Yes,37998
Mercedes-Benz,Sprinter 2500,2016,"399,000 mi.",Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,5-Speed A/T,Silver,–,At least 1 accident or damage reported,Yes,24500
Lexus,RX 330 Base,2006,"110,250 mi.",Gasoline,230.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,11000
Ford,Mustang Mach-E Premium,2021,"17,850 mi.",,266.0HP Electric Motor Electric Fuel System,A/T,Red,Black,None reported,Yes,41999
Toyota,Sequoia TRD Pro,2023,600 mi.,Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,Orange,Black,None reported,Yes,91995
Porsche,911 Turbo,2018,"28,470 mi.",Gasoline,540.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,147500
BMW,X6 xDrive35i,2009,"92,008 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,12500
Audi,RS Q8 4.0T,2020,"41,856 mi.",Gasoline,591.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,91500
Land,Rover Range Rover HSE SWB,2020,"16,000 mi.",Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Silver,Black,None reported,Yes,75500
Kia,Telluride SX,2020,"69,185 mi.",Gasoline,3.8L V6 24V GDI DOHC,8-Speed Automatic,Ebony Black,Gray,None reported,,37405
Audi,A5 2.0T Premium Plus,2012,"77,000 mi.",Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,13800
Jeep,Cherokee Sport,1996,"170,552 mi.",Gasoline,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,6500
RAM,1500 Big Horn,2022,"14,920 mi.",Gasoline,3.6L V6 24V MPFI DOHC,Automatic,Diamond Black,Black,None reported,Yes,41741
Jeep,Wrangler Unlimited Sport,2018,"58,500 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,35000
BMW,X7 xDrive40i,2020,"45,241 mi.",Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Blue,Brown,None reported,Yes,54500
Mercedes-Benz,S-Class S 580 4MATIC,2021,"4,700 mi.",Hybrid,496.0HP 4.0L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,Black,Black,None reported,Yes,99900
Ford,Transit Connect XLT,2012,"140,450 mi.",Gasoline,136.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,Gray,At least 1 accident or damage reported,Yes,8500
Mercedes-Benz,GLC 300 Base,2020,"42,717 mi.",Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gold,Beige,None reported,Yes,33500
Nissan,Pathfinder S,2014,"135,000 mi.",Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Brown,None reported,Yes,8500
BMW,M550 i xDrive,2018,"14,993 mi.",Gasoline,456.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,44900
Jeep,Wrangler Sahara,2020,"22,138 mi.",Gasoline,3.6 Liter,Automatic,Black,Black,None reported,,38598
BMW,Z4 sDrive28i,2015,"57,550 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,White,None reported,Yes,29995
Nissan,GT-R Premium,2017,"31,150 mi.",Gasoline,565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Orange,Black,None reported,Yes,113000
Audi,A7 Premium,2012,"54,000 mi.",Gasoline,310.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Brown,At least 1 accident or damage reported,Yes,36880
Hummer,H3 Base,2006,"118,000 mi.",Gasoline,220.0HP 3.5L 5 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,17900
Toyota,Avalon Limited,2006,"89,987 mi.",Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Green,Beige,None reported,Yes,9499
BMW,Z4 2.5i,2004,"94,500 mi.",Gasoline,184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Gray,Black,None reported,Yes,9000
Ford,F-150 XLT,2021,"77,107 mi.",Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Agate Black Metallic,Black,,,39995
Acura,TLX A-Spec,2020,"32,500 mi.",Gasoline,206.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Red,None reported,Yes,32000
Toyota,Corolla LE,2010,"72,348 mi.",Gasoline,132.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Gray,At least 1 accident or damage reported,Yes,9995
Ford,F-250 XLT,2016,"94,300 mi.",E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,28999
Jeep,Wrangler Sahara,2013,"111,850 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Black,At least 1 accident or damage reported,Yes,26500
Audi,Q3 45 S line Premium,2022,"9,325 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Mythos Black Metallic,Black,None reported,,33610
Tesla,Model 3 Base,2022,"12,080 mi.",,271.0HP Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,36750
Cadillac,Escalade Platinum Edition,2012,"160,249 mi.",E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,None reported,Yes,12900
MINI,Countryman Cooper,2020,"74,725 mi.",Gasoline,1.5L I3 12V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,Black,Black,None reported,Yes,21612
Jeep,Gladiator Rubicon,2022,"27,300 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Green,Black,None reported,Yes,47500
BMW,M2 Base,2023,"1,160 mi.",Gasoline,453.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,73600
Cadillac,SRX Luxury Collection,2012,"87,500 mi.",E85 Flex Fuel,308.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Beige,None reported,Yes,11499
BMW,M4 Competition,2021,"12,500 mi.",Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Blue,At least 1 accident or damage reported,Yes,90000
Audi,A6 2.0T Sport,2018,"49,650 mi.",Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,23750
BMW,128 i,2013,"67,874 mi.",Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,18000
GMC,Yukon XL SLT,2017,"47,589 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,45500
Chrysler,300M Base,2004,"45,000 mi.",Gasoline,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,Yes,6000
Hummer,H3 Base,2007,"201,000 mi.",Gasoline,242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,7200
BMW,M3 Base,2008,"41,048 mi.",Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Beige,None reported,Yes,38490
Honda,Ridgeline RTL-E,2022,"9,642 mi.",Gasoline,3.5L V6 24V GDI SOHC,9-Speed Automatic,Radiant Red Metallic II,Black,None reported,,38999
Kia,Sorento S,2021,"19,605 mi.",Gasoline,2.5L I4 16V PDI DOHC,8-Speed Automatic,Glacial White Pearl,Black,None reported,,33591
Tesla,Model Y Performance,2020,"39,000 mi.",,455.0HP Electric Motor Electric Fuel System,1-Speed A/T,Silver,Black,None reported,Yes,43000
Bentley,Continental GT V8 First Edition,2020,"27,404 mi.",Gasoline,"4L V-8 gasoline direct injection, DOHC, variable valve control,",Automatic,Dark Sapphire,Linen,None reported,,199991
Lincoln,Town Car Signature,2003,"142,215 mi.",Gasoline,239.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Gray,Beige,None reported,Yes,5000
Mercedes-Benz,GL-Class GL 550,2011,"80,124 mi.",Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,17500
Chevrolet,Corvette Base,2010,"23,133 mi.",Gasoline,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,35000
GMC,Terrain SLT-1,2015,"76,296 mi.",Gasoline,182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,9500
GMC,Sierra 2500 SLE,2015,"116,210 mi.",E85 Flex Fuel,360.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability,Transmission Overdrive Switch,Black,Beige,None reported,Yes,31900
Audi,e-tron Prestige,2019,"16,000 mi.",,355.0HP Electric Motor Electric Fuel System,A/T,White,Beige,At least 1 accident or damage reported,Yes,39990
BMW,M4 Base,2019,"57,800 mi.",Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Red,None reported,Yes,55999
Mercedes-Benz,GLA 250 Base 4MATIC,2018,"56,578 mi.",E85 Flex Fuel,208.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,7-Speed A/T,White,Black,None reported,Yes,20900
Subaru,Legacy 2.5 i Premium,2010,"178,000 mi.",Gasoline,170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,7600
Lexus,LS 460 Crafted Line,2015,"89,150 mi.",Gasoline,360.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,31900
Honda,Civic Si,2012,"47,245 mi.",Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,19600
RAM,1500 Longhorn,2023,"4,285 mi.",Gasoline,5.7L V8 16V MPFI OHV,Automatic,Delmonico Red Pearlcoat,Black / Saddle,None reported,Yes,65688
GMC,Yukon XL SLT,2016,"93,000 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,30000
Chevrolet,Bolt EUV Premier,2022,"14,676 mi.",,200.0HP Electric Motor Electric Fuel System,A/T,Black,Blue,None reported,Yes,33000
BMW,435 Gran Coupe i,2016,"76,009 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,24950
Maserati,Grecale Modena,2023,"3,721 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,White,Red,None reported,Yes,69645
Audi,Q5 S line Premium,2022,"18,099 mi.",Hybrid,2.0 Liter TFSI,Automatic,Daytona Gray,Gray,None reported,,40798
Tesla,Model S P100D,2018,"46,000 mi.",,518.0HP Electric Motor Electric Fuel System,A/T,White,Black,None reported,Yes,59500
Lexus,NX 200t Base,2015,"54,000 mi.",Gasoline,235.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,27000
Jeep,Wrangler S,1994,"50,750 mi.",–,–,5-Speed M/T,Blue,Gray,None reported,Yes,15000
Mercedes-Benz,G-Class G 550,2020,"20,622 mi.",Gasoline,4.0 Liter Twin Turbo,Automatic,designo Diamond White Metallic,Black,None reported,,142998
Maserati,Levante Modena,2023,"5,409 mi.",Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,Blu,Black,None reported,Yes,88950
Toyota,Tundra SR5 Access Cab,2005,"209,500 mi.",Gasoline,282.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Gray,None reported,Yes,8500
Toyota,FJ Cruiser Base,2007,"179,000 mi.",Gasoline,239.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,17900
Ford,Explorer Limited,2018,"86,000 mi.",Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,26900
Bentley,Flying Spur V8,2022,"27,858 mi.",Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic with Auto-Shift,–,–,None reported,Yes,197750
Volvo,S60 T5 Premier Plus,2015,"39,000 mi.",Gasoline,250.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Gray,At least 1 accident or damage reported,Yes,17900
Ford,Transit-350 Base,2015,"150,000 mi.",Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,17100
Audi,Q5 S line Premium Plus,2022,"13,133 mi.",Hybrid,2.0 Liter TFSI,Automatic,Silver,Black,None reported,,42998
Jaguar,F-PACE 35t Premium,2017,"58,060 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Beige,At least 1 accident or damage reported,Yes,26000
Lincoln,MKX Reserve,2016,"88,000 mi.",Gasoline,335.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,18500
BMW,M3 Base,2011,"72,277 mi.",Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Red,None reported,Yes,34950
Cadillac,XLR Base,2009,"69,423 mi.",Gasoline,320.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,None reported,Yes,36500
Audi,RS 7 4.0T Performance Prestige,2017,"66,250 mi.",Gasoline,605.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,59200
Chrysler,200 Limited,2017,"100,600 mi.",–,–,A/T,Black,Black,None reported,Yes,10000
Lexus,ES 350 Base,2020,"15,324 mi.",Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Black,Black,At least 1 accident or damage reported,,33364
Aston,Martin V8 Vantage Base,2008,"25,025 mi.",Gasoline,380.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,39000
Bentley,Bentayga Activity Edition,2018,"41,000 mi.",Gasoline,600.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,None reported,Yes,113000
Tesla,Model S 85,2014,"96,800 mi.",,362.0HP Electric Motor Electric Fuel System,A/T,Blue,Black,None reported,Yes,28450
Nissan,Juke NISMO RS,2016,"30,700 mi.",Gasoline,215.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,21500
Ford,Explorer XLT,2022,"20,678 mi.",Gasoline,300.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,46000
GMC,Sierra 3500 Denali,2019,"73,091 mi.",Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,58500
Ford,Mustang GT Premium,2019,"31,600 mi.",Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Gray,None reported,Yes,41000
Mercedes-Benz,AMG G 63 Base,2018,"41,000 mi.",Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,108900
Volvo,XC70 T6 Platinum,2012,"69,000 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,15900
Pontiac,Firebird Trans Am,2001,"91,812 mi.",Gasoline,310.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Black,None reported,Yes,12850
Bentley,Bentayga Speed,2020,"22,001 mi.",Gasoline,6.0L W12 48V PDI DOHC Twin Turbo,8-Speed Automatic,Beluga Black,Hotspur Hide,None reported,Yes,173995
Hyundai,Equus Signature,2011,"143,898 mi.",Gasoline,378.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Brown,None reported,Yes,9950
BMW,750 i,2015,"70,700 mi.",Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,23000
Ford,F-350 Platinum,2022,"23,850 mi.",Diesel,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,Silver,Black,None reported,Yes,99750
INFINITI,Q60 3.0t Red Sport 400,2018,"38,000 mi.",Gasoline,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Red,White,None reported,Yes,32000
Mercedes-Benz,E-Class E 350,2014,"53,500 mi.",Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Brown,None reported,Yes,24500
Mercedes-Benz,GLE 350 Base 4MATIC,2020,"24,108 mi.",Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,56000
Volvo,C40 Recharge Pure Electric Twin Ultimate,2023,"17,000 mi.",,402.0HP Electric Motor Electric Fuel System,A/T,Gray,Blue,None reported,Yes,54900
Mazda,CX-30 2.5 S Select Package,2022,"4,004 mi.",Gasoline,186.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,25500
Toyota,Sequoia Platinum,2011,"173,456 mi.",E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,16000
Ford,Explorer XLT,2017,"161,000 mi.",Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,17500
Porsche,Boxster Base,1999,"72,000 mi.",Gasoline,201.0HP 2.5L Flat 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Blue,Gray,None reported,Yes,12250
Toyota,Camry Hybrid LE,2022,"14,048 mi.",Hybrid,2.5L I4 16V PDI DOHC Hybrid,Automatic CVT,Black,Black,None reported,,29999
Land,Rover Range Rover Sport HSE,2019,"65,019 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,40500
Alfa,Romeo Giulia Quadrifoglio,2018,"28,644 mi.",Gasoline,505.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,,,41500
Mercedes-Benz,GLS 550 Base 4MATIC,2017,"88,454 mi.",Gasoline,449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Beige,None reported,Yes,39999
BMW,X6 xDrive40i,2021,"72,903 mi.",Hybrid,3.0 Liter Turbo,SCHEDULED FOR OR IN PRODUCTION,Black Sapphire Metallic,Black,At least 1 accident or damage reported,,53998
Hyundai,Palisade SEL,2021,"68,050 mi.",Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,29600
BMW,M440 i,2021,"13,700 mi.",Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Black,Beige,,,60000
Dodge,Challenger SRT 392,2016,"37,700 mi.",–,–,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,38000
Ford,Utility Police Interceptor Base,2013,"105,000 mi.",E85 Flex Fuel,300.0HP 3.7L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Black,At least 1 accident or damage reported,Yes,6600
Ford,F-150 Platinum,2015,"85,000 mi.",Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,31000
Lexus,RX 450h Base,2010,"168,422 mi.",Hybrid,245.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,A/T,Black,Beige,At least 1 accident or damage reported,Yes,10900
Alfa,Romeo Giulia Quadrifoglio,2022,"1,966 mi.",Gasoline,2.9L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,Verde,Black,None reported,,75900
Toyota,FJ Cruiser Base,2007,"162,000 mi.",Gasoline,239.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Black,None reported,Yes,23977
Hyundai,Santa Fe Sport 2.0L Turbo,2018,"45,800 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,20900
Chevrolet,Corvette ZR-1,2009,"18,000 mi.",Gasoline,638.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,78000
BMW,330e iPerformance,2017,"52,500 mi.",Plug-In Hybrid,247.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,Transmission w/Dual Shift Mode,Blue,Black,At least 1 accident or damage reported,Yes,24950
Dodge,Durango GT,2017,"34,845 mi.",Gasoline,295.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,30000
Cadillac,CT6-V 4.2L Blackwing Twin Turbo,2019,"8,074 mi.",Gasoline,4.2L V8 32V GDI DOHC Twin Turbo,10-Speed Automatic,Manhattan Noir Metallic,Jet Black,None reported,,76700
Mercedes-Benz,EQS 450+ Base,2022,"16,238 mi.",,329.0HP Electric Motor Electric Fuel System,1-Speed A/T,White,Beige,None reported,Yes,62479
MINI,Hardtop Cooper S,2016,"43,073 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,Volcanic Orange,Carbon Black,None reported,,17999
Land,Rover Range Rover Velar R-Dynamic SE,2019,"75,897 mi.",Gasoline,2.0 Liter,Automatic,Black,Black,None reported,,35998
BMW,X4 M40i,2023,"8,500 mi.",Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Gray,Beige,None reported,Yes,67900
Toyota,Corolla Hybrid LE,2022,"44,459 mi.",Hybrid,121.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Silver,Gray,None reported,Yes,22945
