brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,Potencia,Capacidade_Motor,Numero_Cilindros,Numero_Valvulas,T2,Categoria_ET,Categoria_Marca,Categoria_Modelo,Categoria_IntCol,Categoria_ExtCol,condicao_do_veiculo,popularidade_modelo,popularidade_marca,eficiencia,Categoria_MarcaModelo,idade_carro,idade_quilometragem,km_por_ano,marca_modelo,cc
GMC,Sierra 1500 SLT,2016,85000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,32750,355.0,5.3,8.0,24.0,7.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,7,77,66.9811320754717,2,7.999999999899956,679999.9999914962,10625.000000132872,GMC Sierra 1500 SLT,16
Audi,S5 3.0T Prestige,2013,37500,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,26000,333.0,3.0,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,4,146,111.0,6,10.999999999899956,412499.99999624834,3409.0909091219146,Audi S5 3.0T Prestige,15
Bentley,Continental GT V8,2020,33000,Gasoline,542.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,None reported,Yes,188500,542.0,4.0,8.0,24.0,7.0,1,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,3,28,135.5,2,3.999999999899956,131999.99999669852,8250.000000206343,Bentley Continental GT V8,7
Audi,S3 2.0T Premium Plus,2017,84000,Gasoline,292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,None reported,Yes,31000,292.0,2.0,4.0,24.0,6.0,2,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,2,146,146.0,3,6.999999999899956,587999.9999915962,12000.000000171503,Audi S3 2.0T Premium Plus,22
Toyota,Tundra 1794,2020,67400,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Brown,None reported,Yes,47500,381.0,5.7,8.0,24.0,7.0,1,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,1,144,66.84210526315789,2,3.999999999899956,269599.999993257,16850.000000421438,Toyota Tundra 1794,16
INFINITI,G37 Sport,2008,63496,Gasoline,330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,15000,330.0,3.7,6.0,24.0,6.0,3,Média Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,1,45,89.18918918918918,5,15.999999999899956,1015935.9999936476,3968.500000024814,INFINITI G37 Sport,11
Volkswagen,Jetta GLI,2014,99499,Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,15000,210.0,2.0,4.0,24.0,7.0,2,Média Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,1,43,105.0,3,9.999999999899956,994989.9999900456,9949.900000099544,Volkswagen Jetta GLI,13
Lexus,ES 250 Base,2021,24364,Gasoline,2.5 Liter,Automatic,Eminent White Pearl,Chateau,None reported,No,37998,311.0,2.5,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Baixa Frequência int_col,Alta Frequência ext_col,avg,2,131,124.4,6,2.999999999899956,73091.99999756253,8121.333333604165,Lexus ES 250 Base,8
Land,Rover Range Rover 5.0L Supercharged,2016,64000,Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,White,None reported,Yes,36995,510.0,5.0,8.0,24.0,7.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,2,107,102.0,2,7.999999999899956,511999.9999935972,8000.000000100044,Land Rover Range Rover 5.0L Supercharged,7
Chevrolet,Corvette Stingray w/2LT,2022,2010,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Brown,None reported,Yes,89000,490.0,6.2,8.0,24.0,7.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,10,243,79.03225806451613,2,1.999999999899956,4019.999999798911,1005.0000000502724,Chevrolet Corvette Stingray w/2LT,16
Toyota,Highlander Limited,2008,165520,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,At least 1 accident or damage reported,Yes,9000,270.0,3.5,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,3,144,77.14285714285714,5,15.999999999899956,2648319.9999834406,10345.000000064683,Toyota Highlander Limited,9
Audi,A6 3.0T Prestige,2014,89500,Gasoline,310.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,18000,310.0,3.0,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,2,146,103.33333333333331,6,9.999999999899956,894999.999991046,8950.00000008954,Audi A6 3.0T Prestige,15
Ford,Mustang GT Premium,2014,37060,Gasoline,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,28500,420.0,5.0,8.0,24.0,6.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,13,311,84.0,2,9.999999999899956,370599.9999962924,3706.000000037077,Ford Mustang GT Premium,16
Ford,Mustang GT,2011,133504,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,23500,412.0,5.0,8.0,24.0,6.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,9,311,82.4,2,12.999999999899956,1735551.9999866437,10269.538461617492,Ford Mustang GT,3
Honda,Odyssey EX-L,2007,170000,Gasoline,244.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,7700,244.0,3.5,6.0,24.0,7.0,3,Média Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,1,53,69.71428571428571,5,16.999999999899956,2889999.9999829927,10000.00000005885,Honda Odyssey EX-L,11
Mitsubishi,Eclipse Spyder GS,2001,90400,Gasoline,140.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,4495,140.0,2.4,4.0,24.0,7.0,2,Média Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,1,18,58.333333333333336,3,22.99999999989996,2079199.999990956,3930.434782625792,Mitsubishi Eclipse Spyder GS,11
BMW,X5 M50i,2023,13735,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Black Sapphire Metallic,Black,None reported,No,77897,311.0,4.4,8.0,32.0,8.0,0,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,2,304,70.68181818181817,5,0.9999999998999556,13734.99999862589,13735.00000137411,BMW X5 M50i,10
Hyundai,Genesis Coupe 2.0T,2010,65000,Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,No,8900,210.0,2.0,4.0,24.0,7.0,2,Média Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,1,52,105.0,3,13.999999999899956,909999.9999934972,4642.857142890321,Hyundai Genesis Coupe 2.0T,5
Cadillac,Escalade ESV Premium Luxury Platinum,2021,31500,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,95000,420.0,6.2,8.0,24.0,7.0,1,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,1,92,67.74193548387096,2,2.999999999899956,94499.9999968486,10500.000000350155,Cadillac Escalade ESV Premium Luxury Platinum,16
Mercedes-Benz,AMG GT 63 S 4-Door,2019,9500,Gasoline,630.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Gray,None reported,Yes,135000,630.0,4.0,8.0,24.0,7.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,3,251,157.5,2,4.999999999899956,47499.99999904958,1900.0000000380169,Mercedes-Benz AMG GT 63 S 4-Door,7
Dodge,Ram 3500 Quad Cab DRW,2000,188000,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,10000,311.0,3.5,6.0,24.0,7.0,3,Média Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,1,72,88.85714285714286,5,23.99999999989996,4511999.999981192,7833.333333365987,Dodge Ram 3500 Quad Cab DRW,23
BMW,M3 Base,2011,105000,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,At least 1 accident or damage reported,Yes,21900,414.0,4.0,8.0,24.0,6.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,21,304,103.5,2,12.999999999899956,1364999.9999894954,8076.923076985235,BMW M3 Base,4
Mercedes-Benz,GL-Class GL 550 4MATIC,2016,46102,Gasoline,429.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,None reported,Yes,35300,429.0,4.7,8.0,24.0,7.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,2,251,91.27659574468083,2,7.999999999899956,368815.9999953877,5762.7500000720665,Mercedes-Benz GL-Class GL 550 4MATIC,16
RAM,2500 Big Horn,2018,27839,Gasoline,6.4L V8 16V MPFI OHV,6-Speed Automatic,Granite Crystal Clearcoat Metallic,Diesel Gray / Black,None reported,Yes,41688,311.0,6.4,8.0,16.0,6.0,1,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,7,74,48.59375,2,5.999999999899956,167033.99999721485,4639.833333410698,RAM 2500 Big Horn,17
Mercedes-Benz,CLA-Class CLA 250,2014,83315,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,White,None reported,Yes,15000,208.0,2.0,4.0,24.0,7.0,2,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,7,251,104.0,3,9.999999999899956,833149.9999916648,8331.500000083352,Mercedes-Benz CLA-Class CLA 250,5
Land,Rover Range Rover Sport SE MHEV,2021,15000,Hybrid,355.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Black,Black,None reported,Yes,69000,355.0,3.0,6.0,24.0,7.0,3,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,1,107,118.33333333333331,6,2.999999999899956,44999.99999849933,5000.00000016674,Land Rover Range Rover Sport SE MHEV,2
Nissan,GT-R Premium,2010,15600,Gasoline,485.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,69500,485.0,3.8,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,7,94,127.63157894736842,6,13.999999999899956,218399.9999984393,1114.285714293677,Nissan GT-R Premium,2
Chevrolet,Silverado 1500 LT,2019,53433,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,36950,355.0,5.3,8.0,24.0,7.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,4,243,66.9811320754717,2,4.999999999899956,267164.9999946543,10686.600000213826,Chevrolet Silverado 1500 LT,16
Jeep,Gladiator Willys,2022,8400,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,47000,285.0,3.6,6.0,24.0,8.0,0,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,1,108,79.16666666666667,5,1.999999999899956,16799.999999159627,4200.000000210093,Jeep Gladiator Willys,20
Dodge,Challenger SRT8,2010,70000,Gasoline,425.0HP 6.1L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Orange,Black,None reported,Yes,22000,425.0,6.1,8.0,24.0,6.0,1,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,3,72,69.67213114754098,2,13.999999999899956,979999.9999929968,5000.00000003573,Dodge Challenger SRT8,3
Honda,Pilot EX-L,2020,28886,Gasoline,3.5L V6 24V GDI SOHC,6-Speed Automatic,Gray,Gray,None reported,No,35645,311.0,3.5,6.0,24.0,6.0,3,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,5,53,88.85714285714286,5,3.999999999899956,115543.99999711012,7221.5000001806175,Honda Pilot EX-L,8
Hyundai,Santa Fe SEL,2022,26895,Gasoline,2.5L I4 16V PDI DOHC,8-Speed Automatic,Quartz White,Black,None reported,No,29800,311.0,2.5,4.0,16.0,8.0,2,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Baixa Frequência ext_col,avg,2,52,124.4,3,1.999999999899956,53789.99999730931,13447.500000672671,Hyundai Santa Fe SEL,12
Chevrolet,Silverado 3500 LTZ,2018,92149,Diesel,6.6L V8 32V DDI OHV Turbo Diesel,6-Speed Automatic,Black,Jet Black,None reported,No,52889,311.0,6.6,8.0,32.0,6.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,2,243,47.121212121212125,2,5.999999999899956,552893.999990781,15358.16666692275,Chevrolet Silverado 3500 LTZ,10
Chevrolet,Suburban Premier,2019,44800,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,52500,420.0,6.2,8.0,24.0,6.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,6,243,67.74193548387096,2,4.999999999899956,223999.999995518,8960.00000017928,Chevrolet Suburban Premier,16
Ford,F-150 Limited,2019,42728,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Brown,None reported,Yes,45950,450.0,3.5,6.0,24.0,7.0,3,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,1,311,128.57142857142858,6,4.999999999899956,213639.9999957253,8545.600000170987,Ford F-150 Limited,2
Cadillac,XTS Luxury,2016,112000,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,At least 1 accident or damage reported,Yes,14599,304.0,3.6,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,7,92,84.44444444444444,5,7.999999999899956,895999.999988795,14000.000000175078,Cadillac XTS Luxury,20
Porsche,911 Carrera Cabriolet,2001,47885,Gasoline,300.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,No,31995,300.0,3.4,6.0,24.0,6.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,4,163,88.23529411764706,5,22.99999999989996,1101354.9999952093,2081.9565217481863,Porsche 911 Carrera Cabriolet,11
Chevrolet,Corvette Stingray Z51,2019,7033,Gasoline,460.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,63900,460.0,6.2,8.0,24.0,8.0,1,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,1,243,74.19354838709677,2,4.999999999899956,35164.999999296386,1406.6000000281444,Chevrolet Corvette Stingray Z51,16
BMW,M340 i xDrive,2021,34967,Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Blue,Beige,At least 1 accident or damage reported,Yes,49999,382.0,3.0,6.0,24.0,8.0,0,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,2,304,127.33333333333331,6,2.999999999899956,104900.99999650176,11655.666667055362,BMW M340 i xDrive,20
Dodge,Caliber Express,2010,102681,Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,Red,Black,None reported,Yes,6000,158.0,2.0,4.0,24.0,7.0,2,Média Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,1,72,79.0,3,13.999999999899956,1437533.9999897273,7334.357142909555,Dodge Caliber Express,5
Alfa,Romeo Giulia Ti,2019,21400,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,28500,280.0,2.0,4.0,24.0,8.0,2,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,5,16,140.0,3,4.999999999899956,106999.99999785903,4280.000000085638,Alfa Romeo Giulia Ti,22
Porsche,911 Carrera S,2013,52044,Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed M/T,White,Gray,None reported,Yes,76500,400.0,3.8,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,12,163,105.26315789473684,6,10.999999999899956,572483.9999947933,4731.272727315758,Porsche 911 Carrera S,15
BMW,X5 PHEV xDrive45e,2023,3099,Plug-In Hybrid,389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Black,Black,None reported,Yes,74995,389.0,3.0,6.0,24.0,8.0,0,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,4,304,129.66666666666666,6,0.9999999998999556,3098.9999996899624,3099.0000003100376,BMW X5 PHEV xDrive45e,2
Porsche,911 Carrera,2020,16741,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Green,Black,None reported,Yes,112500,379.0,3.0,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,13,163,126.33333333333331,6,3.999999999899956,66963.99999832516,4185.250000104677,Porsche 911 Carrera,2
Chevrolet,Camaro 1SS,2022,7000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,50000,455.0,6.2,8.0,24.0,6.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,7,243,73.38709677419355,2,1.999999999899956,13999.999999299687,3500.0000001750777,Chevrolet Camaro 1SS,16
Subaru,BRZ Limited,2022,14000,Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,34999,228.0,2.4,4.0,24.0,6.0,2,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,3,48,95.0,3,1.999999999899956,27999.999998599375,7000.000000350156,Subaru BRZ Limited,22
BMW,750 i xDrive,2019,41906,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,White,At least 1 accident or damage reported,Yes,45999,445.0,4.4,8.0,24.0,8.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,4,304,101.13636363636364,2,4.999999999899956,209529.99999580756,8381.200000167699,BMW 750 i xDrive,4
Tesla,Model X Plaid,2022,15000,Elétrico,1020.0HP Electric Motor Electric Fuel System,A/T,White,White,None reported,Yes,95999,1020.0,3.5,6.0,24.0,7.0,1,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,1,75,291.42857142857144,2,1.999999999899956,29999.999998499334,7500.000000375167,Tesla Model X Plaid,21
Mazda,CX-30 Select,2020,23162,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Soul Red Crystal Metallic,Black,None reported,Yes,25495,311.0,2.5,4.0,16.0,6.0,2,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,2,52,124.4,3,3.999999999899956,92647.99999768275,5790.500000144827,Mazda CX-30 Select,12
Porsche,Boxster Base,2005,75000,Gasoline,240.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Silver,Black,None reported,No,17500,240.0,2.7,6.0,24.0,5.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,6,163,88.88888888888889,5,18.99999999989996,1424999.9999924966,3947.368421073416,Porsche Boxster Base,11
BMW,640 i,2016,40080,Gasoline,315.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,28499,315.0,3.0,6.0,24.0,8.0,0,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,1,304,105.0,6,7.999999999899956,320639.9999959902,5010.000000062653,BMW 640 i,15
Chevrolet,Camaro 2SS,2017,13465,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,44900,455.0,6.2,8.0,24.0,8.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,13,243,73.38709677419355,2,6.999999999899956,94254.9999986529,1923.5714285989204,Chevrolet Camaro 2SS,16
Kia,K5 GT-Line,2022,10971,Gasoline,1.6L I4 16V GDI DOHC Turbo,8-Speed Automatic,Passion Red,Black,None reported,No,29998,311.0,1.6,4.0,16.0,8.0,2,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Baixa Frequência ext_col,avg,3,64,194.375,3,1.999999999899956,21941.99999890241,5485.500000274397,Kia K5 GT-Line,12
RAM,1500 Sport,2012,113500,Gasoline,390.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,17900,390.0,5.7,8.0,24.0,7.0,1,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,2,74,68.42105263157895,2,11.999999999899956,1361999.9999886448,9458.333333412187,RAM 1500 Sport,3
Cadillac,XT5 Luxury,2017,72060,Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,Stellar Black Metallic,Shara Beige,None reported,No,24590,311.0,3.6,6.0,24.0,8.0,0,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Baixa Frequência ext_col,avg,3,92,86.38888888888889,5,6.999999999899956,504419.9999927908,10294.28571443284,Cadillac XT5 Luxury,8
Ford,Focus SE,2018,33700,E85 Flex Fuel,160.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,A/T,Gray,Black,At least 1 accident or damage reported,Yes,12000,160.0,2.0,4.0,24.0,7.0,2,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,6,311,80.0,3,5.999999999899956,202199.9999966285,5616.66666676032,Ford Focus SE,13
Audi,TT RS 2.5T,2018,20675,Gasoline,400.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Gray,None reported,Yes,76000,400.0,2.5,5.0,24.0,7.0,3,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,1,146,160.0,6,5.999999999899956,124049.99999793158,3445.833333390789,Audi TT RS 2.5T,2
