brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
Bentley,Bentayga Activity Edition,2018,41000,Gasoline,600.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,None reported,1,113000
Tesla,Model S 85,2014,96800,Gasoline,362.0HP Electric Motor Electric Fuel System,A/T,Blue,Black,None reported,1,28450
Nissan,Juke NISMO RS,2016,30700,Gasoline,215.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,1,21500
Ford,Explorer XLT,2022,20678,Gasoline,300.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,1,46000
GMC,Sierra 3500 Denali,2019,73091,Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,A/T,White,Black,At least 1 accident or damage reported,1,58500
Ford,Mustang GT Premium,2019,31600,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Gray,None reported,1,41000
Mercedes-Benz,AMG G 63 Base,2018,41000,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,1,108900
Volvo,XC70 T6 Platinum,2012,69000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,1,15900
Pontiac,Firebird Trans Am,2001,91812,Gasoline,310.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Black,None reported,1,12850
Bentley,Bentayga Speed,2020,22001,Gasoline,6.0L W12 48V PDI DOHC Twin Turbo,8-Speed Automatic,Beluga Black,Hotspur Hide,None reported,1,173995
Hyundai,Equus Signature,2011,143898,Gasoline,378.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Brown,None reported,1,9950
BMW,750 i,2015,70700,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,At least 1 accident or damage reported,1,23000
Ford,F-350 Platinum,2022,23850,Diesel,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,Silver,Black,None reported,1,99750
INFINITI,Q60 3.0t Red Sport 400,2018,38000,Gasoline,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Red,White,None reported,1,32000
Mercedes-Benz,E-Class E 350,2014,53500,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Brown,None reported,1,24500
Mercedes-Benz,GLE 350 Base 4MATIC,2020,24108,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,1,56000
Volvo,C40 Recharge Pure Electric Twin Ultimate,2023,17000,Gasoline,402.0HP Electric Motor Electric Fuel System,A/T,Gray,Blue,None reported,1,54900
Mazda,CX-30 2.5 S Select Package,2022,4004,Gasoline,186.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,1,25500
Toyota,Sequoia Platinum,2011,173456,E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Gray,At least 1 accident or damage reported,1,16000
Ford,Explorer XLT,2017,161000,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,1,17500
Porsche,Boxster Base,1999,72000,Gasoline,201.0HP 2.5L Flat 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Blue,Gray,None reported,1,12250
Toyota,Camry Hybrid LE,2022,14048,Hybrid,2.5L I4 16V PDI DOHC Hybrid,Automatic CVT,Black,Black,None reported,0,29999
Land,Rover Range Rover Sport HSE,2019,65019,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,1,40500
Alfa,Romeo Giulia Quadrifoglio,2018,28644,Gasoline,505.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,0,41500
Mercedes-Benz,GLS 550 Base 4MATIC,2017,88454,Gasoline,449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Beige,None reported,1,39999
BMW,X6 xDrive40i,2021,72903,Hybrid,3.0 Liter Turbo,SCHEDULED FOR OR IN PRODUCTION,Black Sapphire Metallic,Black,At least 1 accident or damage reported,0,53998
Hyundai,Palisade SEL,2021,68050,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,1,29600
BMW,M440 i,2021,13700,Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Black,Beige,None reported,0,60000
Dodge,Challenger SRT 392,2016,37700,–,–,8-Speed A/T,Black,Black,At least 1 accident or damage reported,1,38000
Ford,Utility Police Interceptor Base,2013,105000,E85 Flex Fuel,300.0HP 3.7L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Black,At least 1 accident or damage reported,1,6600
Ford,F-150 Platinum,2015,85000,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,1,31000
Lexus,RX 450h Base,2010,168422,Hybrid,245.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,A/T,Black,Beige,At least 1 accident or damage reported,1,10900
Alfa,Romeo Giulia Quadrifoglio,2022,1966,Gasoline,2.9L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,Verde,Black,None reported,0,75900
Toyota,FJ Cruiser Base,2007,162000,Gasoline,239.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Black,None reported,1,23977
Hyundai,Santa Fe Sport 2.0L Turbo,2018,45800,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,1,20900
Chevrolet,Corvette ZR-1,2009,18000,Gasoline,638.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,1,78000
BMW,330e iPerformance,2017,52500,Plug-In Hybrid,247.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,Transmission w/Dual Shift Mode,Blue,Black,At least 1 accident or damage reported,1,24950
Dodge,Durango GT,2017,34845,Gasoline,295.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,1,30000
Cadillac,CT6-V 4.2L Blackwing Twin Turbo,2019,8074,Gasoline,4.2L V8 32V GDI DOHC Twin Turbo,10-Speed Automatic,Manhattan Noir Metallic,Jet Black,None reported,0,76700
Mercedes-Benz,EQS 450+ Base,2022,16238,Gasoline,329.0HP Electric Motor Electric Fuel System,1-Speed A/T,White,Beige,None reported,1,62479
MINI,Hardtop Cooper S,2016,43073,Gasoline,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,Volcanic Orange,Carbon Black,None reported,0,17999
Land,Rover Range Rover Velar R-Dynamic SE,2019,75897,Gasoline,2.0 Liter,Automatic,Black,Black,None reported,0,35998
BMW,X4 M40i,2023,8500,Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Gray,Beige,None reported,1,67900
Toyota,Corolla Hybrid LE,2022,44459,Hybrid,121.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Silver,Gray,None reported,1,22945
Chevrolet,Malibu 1LT,2009,139000,Gasoline,169.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,1,4200
Cadillac,Escalade Platinum,2019,92000,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,1,51900
Dodge,Ram 1500 Laramie,2004,141209,Gasoline,345.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,1,5700
Mercedes-Benz,E-Class E 350,2021,72836,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Beige,None reported,1,41000
Acura,MDX Touring,2003,165000,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,1,4000
Land,Rover Range Rover Sport HSE,2019,42000,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,1,48990
Chevrolet,Corvette Stingray w/2LT,2022,7900,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,1,92500
Mercedes-Benz,GL-Class GL 450 4MATIC,2012,174000,Gasoline,335.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,At least 1 accident or damage reported,1,11999
Audi,TT 2.0T,2018,42650,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,1,31990
Chevrolet,Corvette Grand Sport,2013,15500,Gasoline,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Blue,None reported,1,45000
BMW,X5 xDrive35i,2013,69750,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,At least 1 accident or damage reported,1,15999
Lexus,LS 460 L,2007,127980,Gasoline,380.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Beige,None reported,1,9999
GMC,Acadia SLT-2,2013,115000,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Brown,None reported,1,14000
Tesla,Model X 75D,2016,52000,Gasoline,518.0HP Electric Motor Electric Fuel System,A/T,Black,Beige,None reported,1,52000
GMC,Yukon Denali,2016,107750,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,1,35500
Lexus,LS 460 Base,2012,200000,Gasoline,380.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,At least 1 accident or damage reported,1,9995
RAM,1500 Big Horn,2021,49583,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Billet Silver Metallic Clearcoat,Black,None reported,0,42816
Jeep,Grand Cherokee Summit,2020,31349,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Granite Crystal Clearcoat Metallic,Black,None reported,0,39366
Lexus,LX 570 Base,2016,33655,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,None reported,1,62900
GMC,Yukon Denali,2021,30022,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,1,74500
BMW,M4 Base,2020,31350,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Orange,None reported,1,62450
Ford,E350 Super Duty XLT,2012,163000,E85 Flex Fuel,255.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,None reported,1,19550
Volvo,C30 T5 Premier Plus,2013,73000,Gasoline,227.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,1,13900
Toyota,Highlander Hybrid Limited Platinum,2017,34049,Hybrid,3.5L V6 24V PDI DOHC Hybrid,Automatic CVT,Shoreline Blue Pearl,Ash,None reported,0,37999
Lamborghini,Gallardo SE,2006,19500,Gasoline,493.0HP 5.0L 10 Cylinder Engine Gasoline Fuel,6-Speed A/T,Green,Yellow,None reported,1,129000
GMC,Yukon SLT,2015,142792,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Brown,None reported,1,22999
Buick,Enclave Premium,2020,87555,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Dark Moon Blue Metallic,Dark Galvanized,At least 1 accident or damage reported,1,31650
BMW,540 i,2017,98500,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,1,24500
Toyota,Tundra SR,2018,74000,E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Beige,Black,At least 1 accident or damage reported,1,38000
BMW,X6 M Base,2017,25000,Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,At least 1 accident or damage reported,1,65000
Ford,Mustang GT,2008,64500,Gasoline,300.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Red,At least 1 accident or damage reported,1,16000
Jeep,Wrangler Sport,2010,87250,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,1,18500
Mercedes-Benz,AMG C 63 Base,2020,33548,Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Silver,Black,None reported,1,57999
GMC,Yukon SLT,2015,94500,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,1,30000
Audi,e-tron Premium,2021,18031,Gasoline,Electric,1-Speed Automatic,Navarra Blue Metallic,Black,None reported,0,39599
Mercedes-Benz,C-Class C 300 Luxury,2015,102000,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,1,17000
Land,Rover Range Rover Sport Supercharged HSE,2016,49799,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Brown,Brown,None reported,1,37500
Chevrolet,Corvette Stingray w/3LT,2023,4200,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,1,98000
Ford,Transit Connect XLT,2015,112000,Gasoline,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,1,14500
Subaru,Impreza 2.0i,2018,93000,Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Silver,Black,At least 1 accident or damage reported,1,16000
Cadillac,CT4 Luxury,2020,35200,Gasoline,237.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,1,28500
Audi,S4 3.0T Premium Plus,2018,26500,Gasoline,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,1,38000
Cadillac,Escalade EXT Base,2009,155000,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Red,Beige,At least 1 accident or damage reported,1,16900
Porsche,718 Boxster GTS,2019,10400,Gasoline,365.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,1,99750
Mercedes-Benz,Sprinter 2500,2016,143290,Diesel,161.0HP 2.1L 4 Cylinder Engine Diesel Fuel,A/T,White,Black,None reported,1,33490
Chevrolet,Suburban LT,2017,195361,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Transmission Overdrive Switch,Black,Black,At least 1 accident or damage reported,1,26000
Ford,Mustang EcoBoost Premium,2017,89352,Gasoline,310.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,1,20989
Dodge,Challenger SRT8,2008,251634,Gasoline,425.0HP 6.1L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,1,10500
Acura,Integra LS,1998,120000,Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,–,At least 1 accident or damage reported,1,5500
Lexus,GX 470 Base,2005,114000,Gasoline,270.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,1,13450
GMC,Yukon XL Denali,2018,45617,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,1,51000
Lexus,GX 460 Base,2018,65900,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,1,34700
Chrysler,Town & Country Touring-L,2013,115872,E85 Flex Fuel,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,None reported,1,9500
Nissan,Pathfinder SL,2020,45000,Gasoline,284.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Black,None reported,1,28999
Volvo,XC90 T6 Inscription,2020,22500,Gasoline,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,White,None reported,1,50000
Porsche,Taycan Turbo,2020,21028,Gasoline,Dual AC Electric Motors,Single-Speed Fixed Gear,BLACK,BEIGE,None reported,0,96900
Chevrolet,Avalanche LTZ,2013,98000,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,1,27499
Cadillac,Escalade EXT Base,2007,99000,Gasoline,403.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,1,22999
Ford,Transit Connect XLT,2015,194454,Gasoline,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,1,9888
Chevrolet,Suburban LT,2018,75466,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,1,34500
Tesla,Model Y Long Range,2021,14642,Gasoline,425.0HP Electric Motor Electric Fuel System,A/T,Red,Black,None reported,1,48500
Chevrolet,Suburban 1500 LT,2015,167500,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,1,18000
Subaru,Impreza WRX STI,2014,77000,Gasoline,305.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,At least 1 accident or damage reported,1,30000
MINI,Countryman Cooper S ALL4,2016,95070,Gasoline,181.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,None reported,1,12750
Chevrolet,Corvette Base,2008,28150,Gasoline,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,None reported,1,31000
RAM,1500 Big Horn,2015,140500,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Gray,At least 1 accident or damage reported,1,14000
Lincoln,MKX Black Label,2017,69431,Gasoline,335.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,1,26500
Toyota,Highlander XLE,2023,8727,Gasoline,2.4L I4 16V PDI DOHC Turbo,8-Speed Automatic,Ruby Flare Pearl,Black,None reported,0,44596
Ford,F-250 XL,2014,35900,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,Transmission w/Dual Shift Mode,Blue,Gray,At least 1 accident or damage reported,1,27900
Land,Rover Range Rover Evoque R-Dynamic HSE,2020,30424,Hybrid,2.0 Liter,Automatic,Silver,Black,None reported,0,44998
Buick,Verano Convenience,2013,68325,E85 Flex Fuel,180.0HP 2.4L 4 Cylinder Engine Flex Fuel Capability,Transmission w/Dual Shift Mode,Silver,Gray,None reported,1,11995
Porsche,911 GT3,2015,13250,Gasoline,475.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Brown,Gray,None reported,1,154900
GMC,Sierra 1500 Denali,2021,44691,Gasoline,6.2L V8 16V GDI OHV,10-Speed Automatic,White Frost Tri-Coat,Walnut,At least 1 accident or damage reported,0,56900
Chevrolet,Camaro 1SS,2019,19200,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Orange,Black,None reported,1,41500
Rivian,R1T Launch Edition,2022,8681,Gasoline,835.0HP Electric Motor Electric Fuel System,A/T,Gray,Black,None reported,1,82000
Mazda,CX-5 Grand Touring,2021,62377,Gasoline,2.5L I4 16V,6-Speed Automatic,Jet Black Mica,Black,None reported,1,26288
Toyota,4Runner 4WD,1999,267000,Gasoline,150.0HP 2.7L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Silver,Beige,At least 1 accident or damage reported,1,8000
Chevrolet,Bolt EUV Premier,2022,7624,Gasoline,Electric,1-Speed Automatic,Mosaic Black Metallic,Jet Black,None reported,1,31985
Mercedes-Benz,SLK-Class SLK230 Kompressor,2001,58800,Gasoline,190.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,1,9000
Bentley,Continental GT Base,2009,43000,Gasoline,552.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,1,48500
Ford,F-250 XLT,2019,92671,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,A/T,Black,Black,At least 1 accident or damage reported,1,50000
BMW,M5 Base,2018,41000,Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,White,None reported,1,60200
Ford,F-250 Lariat,2015,94634,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Black,At least 1 accident or damage reported,1,32500
Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,49208,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,1,62425
Audi,Q5 2.0T Premium Plus,2018,50400,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,1,28500
BMW,330 i xDrive,2017,63150,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,1,21500
Chevrolet,Silverado 1500 LT Trail Boss,2021,48641,Gasoline,5.3L V8 16V GDI OHV,10-Speed Automatic,Silver Ice Metallic,Jet Black,None reported,0,43666
BMW,X7 ALPINA XB7,2022,4514,Gasoline,4.4 Liter Twin Turbo,Automatic,Gray,Black,None reported,0,132998
Chevrolet,Suburban 2500 LS,2006,60000,Gasoline,325.0HP 8.1L 8 Cylinder Engine Gasoline Fuel,A/T,Brown,Brown,At least 1 accident or damage reported,1,24950
Mercedes-Benz,GL-Class GL 450,2011,138050,Gasoline,335.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,1,16500
Dodge,Grand Caravan R/T,2013,43000,E85 Flex Fuel,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Red,Black,None reported,1,35000
Porsche,Panamera Turbo,2018,29850,Gasoline,550.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Red,None reported,1,89750
INFINITI,FX50 Base,2009,190120,Gasoline,390.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,At least 1 accident or damage reported,1,12500
Honda,Civic LX,2016,111000,Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,1,13000
Jeep,Wrangler Rubicon,2014,99450,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,1,21000
Jeep,Compass Latitude,2020,17500,Gasoline,180.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Silver,Black,None reported,1,25695
Mercedes-Benz,CLA-Class CLA 250,2015,76753,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,At least 1 accident or damage reported,1,15999
Nissan,Altima 2.5 SL,2014,153350,Gasoline,182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,1,9000
Kia,Optima EX,2015,109580,Gasoline,192.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,At least 1 accident or damage reported,1,11900
Mercedes-Benz,S-Class S 550 4MATIC,2016,67280,Gasoline,449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,1,41999
Chevrolet,Suburban Z71,2022,36555,Gasoline,5.3L V8 16V GDI OHV,Automatic,Summit White,Jet Black,None reported,1,64288
GMC,Terrain Denali,2016,144000,Gasoline,301.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,1,18400
BMW,X5 M Base,2017,61773,Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,1,46000
Toyota,Tacoma Base,2009,48750,Gasoline,159.0HP 2.7L 4 Cylinder Engine Gasoline Fuel,M/T,Brown,Silver,None reported,1,17900
Chevrolet,Tahoe LT,2018,75000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,1,36000
Bentley,Continental GT V8,2022,1795,Gasoline,"4L V-8 gasoline direct injection, DOHC, variable valve control,",Automatic,Onyx Black,Beluga,None reported,0,269991
Audi,A3 2.0T,2010,83500,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,1,6500
