brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,Potencia,Capacidade_Motor,Numero_Cilindros,Numero_Valvulas,T2,Categoria_ET,Categoria_Marca,Categoria_Modelo,Categoria_IntCol,Categoria_ExtCol,Categoria_MarcaModelo,condicao_do_veiculo,popularidade_modelo,popularidade_marca,eficiencia,idade_carro,idade_quilometragem,km_por_ano,cc
Cadillac,SRX Luxury Collection,2012,87500,E85 Flex Fuel,308.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Beige,None reported,Yes,11499,308.0,3.6,6.0,24.0,7.0,3,3,4,1,9,1,bom,3,77,85.55555555555556,11.999999999899956,1049999.999991246,7291.666666727458,1
BMW,M4 Competition,2021,12500,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Blue,At least 1 accident or damage reported,Yes,90000,503.0,3.0,6.0,24.0,8.0,0,3,3,14,6,6,avg,1,297,167.66666666666666,2.9999999998999556,37499.999998749445,4166.666666805617,2
Audi,A6 2.0T Sport,2018,49650,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,23750,252.0,2.0,4.0,24.0,7.0,2,0,0,17,0,0,avg,1,139,126.0,5.999999999899956,297899.9999950328,8275.000000137978,1
BMW,128 i,2013,67874,Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,18000,230.0,3.0,6.0,24.0,6.0,3,2,2,4,5,1,bom,1,297,76.66666666666667,10.999999999899956,746613.9999932096,6170.3636364197555,1
GMC,Yukon XL SLT,2017,47589,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,45500,355.0,5.3,8.0,24.0,7.0,1,1,5,16,2,2,bom,6,55,66.9811320754717,6.999999999899956,333122.99999523896,6798.428571525735,3
Chrysler,300M Base,2004,45000,Gasoline,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,Yes,6000,250.0,3.5,6.0,24.0,7.0,3,0,4,3,9,1,bom,1,22,71.42857142857143,19.999999999899956,899999.999995498,2250.000000011255,1
Hummer,H3 Base,2007,201000,Gasoline,242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,7200,242.0,3.7,5.0,24.0,7.0,3,0,4,3,9,1,avg,3,7,65.4054054054054,16.999999999899956,3416999.999979891,11823.529411834286,0
BMW,M3 Base,2008,41048,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Beige,None reported,Yes,38490,414.0,4.0,8.0,24.0,7.0,1,1,5,8,4,2,bom,21,297,103.5,15.999999999899956,656767.9999958933,2565.5000000160417,3
Kia,Sorento S,2021,19605,Gasoline,2.5L I4 16V PDI DOHC,8-Speed Automatic,Glacial White Pearl,Black,None reported,No,33591,311.0,2.5,4.0,16.0,8.0,2,3,1,7,3,3,avg,1,61,124.4,2.9999999998999556,58814.99999803863,6535.00000021793,2
Bentley,Continental GT V8 First Edition,2020,27404,Gasoline,"4L V-8 gasoline direct injection, DOHC, variable valve control,",Automatic,Dark Sapphire,Linen,None reported,No,199991,311.0,4.0,6.0,24.0,7.0,3,3,4,1,9,1,avg,1,14,77.75,3.9999999998999556,109615.99999725839,6851.0000001713515,2
Mercedes-Benz,GL-Class GL 550,2011,80124,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,17500,382.0,5.5,8.0,24.0,7.0,1,1,5,16,2,2,bom,1,194,69.45454545454545,12.999999999899956,1041611.999991984,6163.384615432047,3
Chevrolet,Corvette Base,2010,23133,Gasoline,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,35000,430.0,6.2,8.0,24.0,6.0,1,1,5,6,2,4,bom,15,190,69.35483870967742,13.999999999899956,323861.99999768566,1652.3571428689506,3
GMC,Terrain SLT-1,2015,76296,Gasoline,182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,9500,182.0,2.4,4.0,24.0,6.0,2,0,0,2,7,0,avg,1,55,75.83333333333334,8.999999999899956,686663.999992367,8477.333333427569,1
GMC,Sierra 2500 SLE,2015,116210,E85 Flex Fuel,360.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability,Transmission Overdrive Switch,Black,Beige,None reported,Yes,31900,360.0,6.0,8.0,24.0,7.0,1,1,5,16,2,2,bom,1,55,60.0,8.999999999899956,1045889.9999883738,12912.222222365755,3
Audi,e-tron Prestige,2019,16000,Elétrico,355.0HP Electric Motor Electric Fuel System,A/T,White,Beige,At least 1 accident or damage reported,Yes,39990,355.0,3.5,6.0,24.0,7.0,3,3,4,1,9,1,avg,1,139,101.42857142857143,4.999999999899956,79999.99999839929,3200.0000000640284,2
BMW,M4 Base,2019,57800,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Red,None reported,Yes,55999,425.0,3.0,6.0,24.0,7.0,3,3,3,14,1,6,bom,14,297,141.66666666666666,4.999999999899956,288999.9999942174,11560.000000231303,2
Mercedes-Benz,GLA 250 Base 4MATIC,2018,56578,E85 Flex Fuel,208.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,7-Speed A/T,White,Black,None reported,Yes,20900,208.0,2.0,4.0,24.0,7.0,2,0,0,13,0,0,bom,2,194,104.0,5.999999999899956,339467.9999943397,9429.666666823898,1
Subaru,Legacy 2.5 i Premium,2010,178000,Gasoline,170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,7600,170.0,2.5,4.0,24.0,7.0,2,0,0,13,0,0,bom,1,47,68.0,13.999999999899956,2491999.999982192,12714.28571437657,0
Lexus,LS 460 Crafted Line,2015,89150,Gasoline,360.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,31900,360.0,4.6,8.0,24.0,7.0,1,1,5,16,2,2,bom,2,125,78.26086956521739,8.999999999899956,802349.9999910811,9905.555555665665,3
Honda,Civic Si,2012,47245,Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,19600,201.0,2.4,4.0,24.0,6.0,2,0,0,2,7,0,bom,1,48,83.75,11.999999999899956,566939.9999952734,3937.083333366157,1
RAM,1500 Longhorn,2023,4285,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Delmonico Red Pearlcoat,Black / Saddle,None reported,Yes,65688,311.0,5.7,8.0,16.0,7.0,1,1,5,9,2,3,bom,2,74,54.56140350877193,0.9999999998999556,4284.99999957131,4285.00000042869,3
GMC,Yukon XL SLT,2016,93000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,30000,355.0,5.3,8.0,24.0,7.0,1,1,5,16,2,2,avg,6,55,66.9811320754717,7.999999999899956,743999.9999906959,11625.000000145377,3
Chevrolet,Bolt EUV Premier,2022,14676,Elétrico,200.0HP Electric Motor Electric Fuel System,A/T,Black,Blue,None reported,Yes,33000,200.0,3.5,6.0,24.0,7.0,3,0,4,3,9,1,bom,1,190,57.142857142857146,1.9999999998999556,29351.999998531748,7338.000000367063,1
BMW,435 Gran Coupe i,2016,76009,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,24950,300.0,3.0,6.0,24.0,8.0,0,3,4,10,9,6,bom,2,297,100.0,7.999999999899956,608071.9999923958,9501.125000118816,2
Maserati,Grecale Modena,2023,3721,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,White,Red,None reported,Yes,69645,311.0,2.0,4.0,16.0,8.0,2,3,1,7,3,3,bom,2,28,155.5,0.9999999998999556,3720.9999996277347,3721.0000003722653,2
Audi,Q5 S line Premium,2022,18099,Hybrid,2.0 Liter TFSI,Automatic,Daytona Gray,Gray,None reported,No,40798,311.0,2.0,6.0,24.0,7.0,3,3,4,14,1,1,avg,3,139,155.5,1.9999999998999556,36197.9999981893,9049.500000452676,2
Tesla,Model S P100D,2018,46000,Elétrico,518.0HP Electric Motor Electric Fuel System,A/T,White,Black,None reported,Yes,59500,518.0,3.5,6.0,24.0,7.0,3,3,3,14,6,6,bom,2,47,148.0,5.999999999899956,275999.999995398,7666.666666794501,2
Lexus,NX 200t Base,2015,54000,Gasoline,235.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,27000,235.0,2.0,4.0,24.0,6.0,2,0,0,2,7,0,bom,3,125,117.5,8.999999999899956,485999.99999459763,6000.000000066696,1
Jeep,Wrangler S,1994,50750,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,5-Speed M/T,Blue,Gray,None reported,Yes,15000,311.0,3.5,6.0,24.0,5.0,3,2,2,4,5,4,bom,1,99,88.85714285714286,29.999999999899956,1522499.9999949227,1691.666666672308,0
Mercedes-Benz,G-Class G 550,2020,20622,Gasoline,4.0 Liter Twin Turbo,Automatic,designo Diamond White Metallic,Black,None reported,No,142998,311.0,4.0,6.0,24.0,7.0,3,3,4,12,9,1,avg,1,194,77.75,3.9999999998999556,82487.99999793689,5155.5000001289445,2
Maserati,Levante Modena,2023,5409,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,Blu,Black,None reported,Yes,88950,311.0,3.0,6.0,24.0,8.0,0,3,4,10,9,6,bom,1,28,103.66666666666667,0.9999999998999556,5408.99999945886,5409.00000054114,2
Toyota,Tundra SR5 Access Cab,2005,209500,Gasoline,282.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Gray,None reported,Yes,8500,282.0,4.7,8.0,24.0,5.0,3,2,2,6,5,4,bom,1,131,60.0,18.999999999899956,3980499.9999790406,11026.315789531744,0
Toyota,FJ Cruiser Base,2007,179000,Gasoline,239.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,17900,239.0,4.0,6.0,24.0,7.0,3,0,4,3,9,1,avg,6,131,59.75,16.999999999899956,3042999.999982092,10529.411764767847,0
Ford,Explorer Limited,2018,86000,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,26900,290.0,3.5,6.0,24.0,7.0,3,3,4,12,9,1,bom,2,224,82.85714285714286,5.999999999899956,515999.9999913962,14333.33333357233,1
Bentley,Flying Spur V8,2022,27858,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic with Auto-Shift,Black,Black,None reported,Yes,197750,311.0,4.0,8.0,32.0,8.0,0,1,4,11,8,5,bom,1,14,77.75,1.9999999998999556,55715.99999721296,13929.00000069676,3
Volvo,S60 T5 Premier Plus,2015,39000,Gasoline,250.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Gray,At least 1 accident or damage reported,Yes,17900,250.0,2.5,5.0,24.0,7.0,2,0,0,0,0,0,avg,1,26,100.0,8.999999999899956,350999.9999960983,4333.333333381503,1
Ford,Transit-350 Base,2015,150000,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,17100,310.0,3.5,6.0,24.0,7.0,3,3,4,1,9,1,avg,5,224,88.57142857142857,8.999999999899956,1349999.9999849934,16666.666666851936,1
Audi,Q5 S line Premium Plus,2022,13133,Hybrid,2.0 Liter TFSI,Automatic,Silver,Black,None reported,No,42998,311.0,2.0,6.0,24.0,7.0,3,3,4,14,1,1,avg,6,139,155.5,1.9999999998999556,26265.999998686115,6566.500000328471,2
Jaguar,F-PACE 35t Premium,2017,58060,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Beige,At least 1 accident or damage reported,Yes,26000,340.0,3.0,6.0,24.0,8.0,0,3,4,10,1,6,avg,1,36,113.33333333333333,6.999999999899956,406419.9999941914,8294.285714404257,2
Lincoln,MKX Reserve,2016,88000,Gasoline,335.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,18500,335.0,2.7,6.0,24.0,7.0,3,3,4,14,1,1,bom,1,34,124.07407407407406,7.999999999899956,703999.9999911961,11000.000000137561,2
BMW,M3 Base,2011,72277,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Red,None reported,Yes,34950,414.0,4.0,8.0,24.0,7.0,1,1,5,8,4,2,bom,21,297,103.5,12.999999999899956,939600.9999927691,5559.769230812018,3
Cadillac,XLR Base,2009,69423,Gasoline,320.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,None reported,Yes,36500,320.0,4.6,8.0,24.0,7.0,1,1,5,16,2,2,bom,1,77,69.56521739130436,14.999999999899956,1041344.9999930547,4628.200000030868,3
Audi,RS 7 4.0T Performance Prestige,2017,66250,Gasoline,605.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,59200,605.0,4.0,8.0,24.0,8.0,1,3,3,5,6,2,avg,1,139,151.25,6.999999999899956,463749.99999337207,9464.28571442098,3
Chrysler,200 Limited,2017,100600,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,10000,311.0,3.5,6.0,24.0,7.0,3,3,4,12,9,1,bom,2,22,88.85714285714286,6.999999999899956,704199.9999899355,14371.42857163397,1
Lexus,ES 350 Base,2020,15324,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Black,Black,At least 1 accident or damage reported,No,33364,311.0,3.5,6.0,24.0,8.0,0,3,4,10,9,6,mau,11,125,88.85714285714286,3.9999999998999556,61295.99999846692,3831.0000000958175,2
Aston,Martin V8 Vantage Base,2008,25025,Gasoline,380.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,39000,380.0,4.3,8.0,24.0,6.0,1,1,5,6,2,4,avg,3,4,88.37209302325581,15.999999999899956,400399.9999974964,1564.0625000097798,3
Tesla,Model S 85,2014,96800,Elétrico,362.0HP Electric Motor Electric Fuel System,A/T,Blue,Black,None reported,Yes,28450,362.0,3.5,6.0,24.0,7.0,3,3,4,12,1,1,bom,1,47,103.42857142857143,9.999999999899956,967999.9999903156,9680.000000096843,1
Nissan,Juke NISMO RS,2016,30700,Gasoline,215.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,21500,215.0,1.6,4.0,24.0,6.0,2,0,0,2,7,0,avg,1,84,134.375,7.999999999899956,245599.99999692864,3837.50000004799,1
Ford,Explorer XLT,2022,20678,Gasoline,300.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,46000,300.0,2.3,4.0,24.0,7.0,2,0,0,17,0,0,bom,6,224,130.43478260869566,1.9999999998999556,41355.999997931285,10339.00000051718,2
GMC,Sierra 3500 Denali,2019,73091,Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,58500,445.0,6.6,8.0,24.0,7.0,1,1,5,16,2,2,avg,1,55,67.42424242424242,4.999999999899956,365454.99999268766,14618.200000292494,3
Ford,Mustang GT Premium,2019,31600,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Gray,None reported,Yes,41000,460.0,5.0,8.0,24.0,6.0,1,1,5,6,2,4,bom,10,224,92.0,4.999999999899956,157999.9999968386,6320.000000126456,3
Mercedes-Benz,AMG G 63 Base,2018,41000,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,108900,563.0,5.5,8.0,24.0,7.0,1,1,3,8,4,2,bom,2,194,102.36363636363636,5.999999999899956,245999.99999589816,6833.333333447273,3
Volvo,XC70 T6 Platinum,2012,69000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,15900,300.0,3.0,6.0,24.0,7.0,3,3,4,12,9,1,avg,1,26,100.0,11.999999999899956,827999.9999930969,5750.000000047938,1
Pontiac,Firebird Trans Am,2001,91812,Gasoline,310.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Black,None reported,Yes,12850,310.0,5.7,8.0,24.0,7.0,1,1,5,16,2,2,bom,3,11,54.3859649122807,22.999999999899956,2111675.999990815,3991.826086973885,0
Bentley,Bentayga Speed,2020,22001,Gasoline,6.0L W12 48V PDI DOHC Twin Turbo,8-Speed Automatic,Beluga Black,Hotspur Hide,None reported,Yes,173995,311.0,6.0,6.0,48.0,8.0,0,1,4,15,8,5,bom,2,14,51.833333333333336,3.9999999998999556,88003.99999779892,5500.250000137567,3
Hyundai,Equus Signature,2011,143898,Gasoline,378.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Brown,None reported,Yes,9950,378.0,4.6,8.0,24.0,6.0,1,1,5,6,2,4,bom,3,49,82.17391304347827,12.999999999899956,1870673.9999856038,11069.076923162107,0
BMW,750 i,2015,70700,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,23000,445.0,4.4,8.0,24.0,8.0,1,1,3,8,4,2,avg,5,297,101.13636363636363,8.999999999899956,636299.9999929268,7855.555555642878,3
INFINITI,Q60 3.0t Red Sport 400,2018,38000,Gasoline,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Red,White,None reported,Yes,32000,400.0,3.0,6.0,24.0,7.0,3,3,4,14,1,6,bom,2,44,133.33333333333334,5.999999999899956,227999.9999961983,6333.333333438935,2
Mercedes-Benz,E-Class E 350,2014,53500,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Brown,None reported,Yes,24500,302.0,3.5,6.0,24.0,7.0,3,3,4,1,9,1,bom,9,194,86.28571428571429,9.999999999899956,534999.9999946476,5350.000000053524,1
Volvo,C40 Recharge Pure Electric Twin Ultimate,2023,17000,Elétrico,402.0HP Electric Motor Electric Fuel System,A/T,Gray,Blue,None reported,Yes,54900,402.0,3.5,6.0,24.0,7.0,3,3,4,1,1,6,bom,1,26,114.85714285714286,0.9999999998999556,16999.999998299245,17000.000001700755,2
Mazda,CX-30 2.5 S Select Package,2022,4004,Gasoline,186.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,25500,186.0,2.5,4.0,24.0,6.0,2,0,0,2,7,0,bom,1,52,74.4,1.9999999998999556,8007.999999599422,2002.0000001001445,1
Toyota,Sequoia Platinum,2011,173456,E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,16000,381.0,5.7,8.0,24.0,6.0,1,1,5,6,2,4,avg,1,131,66.84210526315789,12.999999999899956,2254927.9999826467,13342.769230871912,0
Ford,Explorer XLT,2017,161000,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,17500,290.0,3.5,6.0,24.0,6.0,3,2,2,4,5,1,bom,6,224,82.85714285714286,6.999999999899956,1126999.9999838928,23000.000000328717,1
Porsche,Boxster Base,1999,72000,Gasoline,201.0HP 2.5L Flat 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Blue,Gray,None reported,Yes,12250,201.0,2.5,6.0,24.0,5.0,3,2,2,4,5,1,bom,6,159,80.4,24.999999999899956,1799999.9999927967,2880.000000011525,0
Toyota,Camry Hybrid LE,2022,14048,Hybrid,2.5L I4 16V PDI DOHC Hybrid,Automatic CVT,Black,Black,None reported,No,29999,311.0,2.5,4.0,16.0,7.0,2,3,1,7,3,3,avg,1,131,124.4,1.9999999998999556,28095.999998594576,7024.000000351356,2
Land,Rover Range Rover Sport HSE,2019,65019,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,40500,340.0,3.0,6.0,24.0,7.0,3,3,4,1,1,1,bom,6,102,113.33333333333333,4.999999999899956,325094.99999349524,13003.800000260191,2
Alfa,Romeo Giulia Quadrifoglio,2018,28644,Gasoline,505.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,No,41500,505.0,2.9,6.0,24.0,8.0,0,3,3,14,6,6,avg,2,16,174.13793103448276,5.999999999899956,171863.99999713432,4774.000000079602,2
BMW,X6 xDrive40i,2021,72903,Hybrid,3.0 Liter Turbo,SCHEDULED FOR OR IN PRODUCTION,Black Sapphire Metallic,Black,At least 1 accident or damage reported,No,53998,311.0,3.0,6.0,24.0,7.0,3,3,4,12,9,1,mau,5,297,103.66666666666667,2.9999999998999556,218708.99999270646,24301.000000810393,2
Hyundai,Palisade SEL,2021,68050,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,29600,291.0,3.8,6.0,24.0,8.0,0,3,4,10,9,6,bom,2,49,76.57894736842105,2.9999999998999556,204149.99999319197,22683.33333408978,2
BMW,M440 i,2021,13700,Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Black,Beige,None reported,No,60000,382.0,3.0,6.0,24.0,8.0,0,3,4,10,1,6,avg,1,297,127.33333333333333,2.9999999998999556,41099.99999862939,4566.666666818956,2
Dodge,Challenger SRT 392,2016,37700,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,38000,311.0,3.5,6.0,24.0,8.0,0,3,4,10,9,6,avg,1,65,88.85714285714286,7.999999999899956,301599.9999962283,4712.5000000589325,2
Ford,Utility Police Interceptor Base,2013,105000,E85 Flex Fuel,300.0HP 3.7L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Black,At least 1 accident or damage reported,Yes,6600,300.0,3.7,6.0,24.0,7.0,3,3,4,12,9,1,avg,2,224,81.08108108108108,10.999999999899956,1154999.9999894954,9545.45454554136,1
Ford,F-150 Platinum,2015,85000,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,31000,365.0,3.5,6.0,24.0,6.0,3,2,2,4,5,1,bom,2,224,104.28571428571429,8.999999999899956,764999.9999914962,9444.44444454943,1
Lexus,RX 450h Base,2010,168422,Hybrid,245.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,A/T,Black,Beige,At least 1 accident or damage reported,Yes,10900,245.0,3.5,6.0,24.0,7.0,3,0,4,3,9,1,avg,5,125,70.0,13.999999999899956,2357907.9999831505,12030.142857228824,0
Alfa,Romeo Giulia Quadrifoglio,2022,1966,Gasoline,2.9L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,Verde,Black,None reported,No,75900,311.0,2.9,6.0,24.0,8.0,0,3,4,10,9,6,avg,2,16,107.24137931034483,1.9999999998999556,3931.9999998033127,983.0000000491718,2
Toyota,FJ Cruiser Base,2007,162000,Gasoline,239.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Black,None reported,Yes,23977,239.0,4.0,6.0,24.0,5.0,3,2,2,4,5,4,bom,6,131,59.75,16.999999999899956,2753999.9999837927,9529.411764761962,0
Hyundai,Santa Fe Sport 2.0L Turbo,2018,45800,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,20900,240.0,2.0,4.0,24.0,7.0,2,0,0,17,0,0,avg,1,49,120.0,5.999999999899956,274799.99999541795,7633.333333460612,1
Chevrolet,Corvette ZR-1,2009,18000,Gasoline,638.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,78000,638.0,6.2,8.0,24.0,6.0,1,1,3,8,4,2,bom,1,190,102.90322580645162,14.999999999899956,269999.9999981992,1200.0000000080036,3
BMW,330e iPerformance,2017,52500,Plug-In Hybrid,247.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,Transmission w/Dual Shift Mode,Blue,Black,At least 1 accident or damage reported,Yes,24950,247.0,2.0,4.0,24.0,7.0,2,0,0,17,0,0,avg,3,297,123.5,6.999999999899956,367499.9999947477,7500.00000010719,1
Dodge,Durango GT,2017,34845,Gasoline,295.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,30000,295.0,3.6,6.0,24.0,7.0,3,3,4,12,9,1,avg,5,65,81.94444444444444,6.999999999899956,243914.99999651394,4977.8571429282865,1
MINI,Hardtop Cooper S,2016,43073,Gasoline,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,Volcanic Orange,Carbon Black,None reported,No,17999,311.0,2.0,4.0,16.0,6.0,2,2,1,7,3,3,avg,4,24,155.5,7.999999999899956,344583.99999569077,5384.125000067332,2
Land,Rover Range Rover Velar R-Dynamic SE,2019,75897,Gasoline,2.0 Liter,Automatic,Black,Black,None reported,No,35998,311.0,2.0,6.0,24.0,7.0,3,3,4,14,1,1,avg,1,102,155.5,4.999999999899956,379484.9999924069,15179.400000303724,2
BMW,X4 M40i,2023,8500,Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Gray,Beige,None reported,Yes,67900,382.0,3.0,6.0,24.0,7.0,3,3,4,14,1,6,bom,1,297,127.33333333333333,0.9999999998999556,8499.999999149622,8500.000000850378,2
Toyota,Corolla Hybrid LE,2022,44459,Hybrid,121.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Silver,Gray,None reported,Yes,22945,121.0,1.8,4.0,24.0,7.0,2,0,0,0,0,0,bom,1,131,67.22222222222221,1.9999999998999556,88917.99999555212,22229.50000111197,1
Chevrolet,Malibu 1LT,2009,139000,Gasoline,169.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,4200,169.0,2.4,4.0,24.0,7.0,2,0,0,13,0,0,bom,2,190,70.41666666666667,14.999999999899956,2084999.9999860937,9266.666666728472,1
Cadillac,Escalade Platinum,2019,92000,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,51900,420.0,6.2,8.0,24.0,7.0,1,1,5,16,2,2,bom,3,77,67.74193548387096,4.999999999899956,459999.9999907959,18400.000000368163,3
Dodge,Ram 1500 Laramie,2004,141209,Gasoline,345.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,5700,345.0,5.7,8.0,24.0,7.0,1,1,5,16,2,2,bom,1,65,60.526315789473685,19.999999999899956,2824179.999985873,7060.450000035318,0
